FechaCierre,Descripcion,Estado,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,EmailResponsablePago
2025-10-22T15:00:00,MEJORAMIENTO POSTA DE SALUD EL MANZANO PELARCO,Activa,Servicio Nacional de Salud,Unidad de Compras,Rancagua,Región de Valparaíso,Roberto Martínez,Administrador de Contratos,3,Mixto,108392.0,Subasta Inversa,roberto.martínez@gob.cl
2025-10-27T15:00:00,CONSTRUCCIÓN CUARTEL GENERAL CUERPO DE BOMBEROS PELARCO,Activa,Instituto de Previsión Social,Área de Contrataciones,Punta Arenas,Región de Magallanes y de la Antártica Chilena,Luis Fernández,Encargado de Licitaciones,1,Público,16952.0,Convenio Marco,luis.fernández@gob.cl
2025-10-27T15:00:00,REPOSICIÓN DE PARADEROS EN DIFERENTES SECTORES DE LA COMUNA PELARCO,Activa,Servicio de Impuestos Internos,División de Compras,Concepción,Región de Valparaíso,Diego Morales,Supervisor de Contratos,2,Privado,16335.0,Licitación Privada,diego.morales@municipalidad.cl
2025-10-09T12:00:00,ADQUISICIÓN MATERIALES PARA PROYECTO DE MEJORAMIENTO DE VIVIENDAS PELARCO,Activa,Ministerio de Salud,Sección de Licitaciones,Concepción,Región del Libertador General Bernardo O'Higgins,Carlos Silva,Administrador de Contratos,2,Privado,1285840.0,Subasta Inversa,carlos.silva@gobierno.cl
2025-11-04T15:00:00,MEJORAMIENTO HITO DE ACCESO A PELARCO,Activa,Servicio de Impuestos Internos,Unidad de Compras,Maipú,Región del Maule,Carmen Díaz,Administrador de Contratos,2,Privado,394918.0,Convenio Marco,carmen.díaz@gob.cl
2025-10-08T10:02:00,PRODUCCION DE EVENTO DIECIOCHO CHICO SECTOR ABRANQUIL,Activa,Superintendencia de Educación,División de Compras,Santiago,Región de Tarapacá,Fernando Ramírez,Coordinador de Adquisiciones,1,Público,335382.0,Subasta Inversa,fernando.ramírez@gobierno.cl
2025-10-13T15:05:00,Proyecto Habitabilidad 2024,Activa,Servicio Nacional de Salud,Unidad de Compras,Maipú,Región del Libertador General Bernardo O'Higgins,Patricia López,Coordinador de Adquisiciones,2,Privado,152905.0,Convenio Marco,patricia.lópez@gob.cl
2025-10-07T10:00:00,Reposición Total Escuela Felipe Cubillos Sigal Comuna de Coelemu,Activa,Fiscalía Nacional,Área de Contrataciones,Rancagua,Región de Atacama,Carlos Silva,Administrador de Contratos,2,Privado,42171.0,Licitación Pública,carlos.silva@gob.cl
2025-10-09T15:15:00,Adquisición Equipos y Equipamientos Proyecto “Ampl,Activa,Fiscalía Nacional,Área de Contrataciones,Valparaíso,Región de Tarapacá,Isabel Sánchez,Analista de Compras,3,Mixto,38377.0,Convenio Marco,isabel.sánchez@municipalidad.cl
2025-10-14T15:00:00,CONSTRUCCIÓN MULTICANCHA Y PLAZA VILLA NAZARENO,Activa,Dirección del Trabajo,Departamento de Adquisiciones,Talca,Región de La Araucanía,Ana Rodríguez,Coordinador de Adquisiciones,2,Privado,603698.0,Compra Agilizada,ana.rodríguez@municipalidad.cl
2025-10-21T12:00:00,Rep. Centro comunitario María Auxiliadora Lin Lin,Activa,Fiscalía Nacional,División de Compras,La Serena,Región del Biobío,Carlos Silva,Jefe de Compras,1,Público,455478.0,Trato Directo,carlos.silva@gobierno.cl
2025-10-09T14:39:00,ADQUISICION DE LICENCIAS DE SOFTWARE,Activa,Municipalidad de Concepción,Área de Contrataciones,Las Condes,Región del Libertador General Bernardo O'Higgins,Roberto Martínez,Coordinador de Adquisiciones,1,Público,80169.0,Compra Agilizada,roberto.martínez@gob.cl
2025-10-13T15:01:00,ADQUISICION DE VESTUARIO PRIMAVERA- VERANO,Activa,Gobierno Regional del Biobío,Unidad de Compras,Providencia,Región de Los Ríos,Ana Rodríguez,Encargado de Licitaciones,1,Público,117755.0,Licitación Privada,ana.rodríguez@municipalidad.cl
2025-10-13T15:03:00,SERV.DE ARRIENDO TRACTOR PARA LIMPIEZA DE PLAYAS,Activa,Gobierno Regional del Biobío,Área de Contrataciones,Ñuñoa,Región de Los Ríos,Isabel Sánchez,Especialista en Compras,3,Mixto,233384.0,Licitación Pública,isabel.sánchez@municipalidad.cl
2025-10-08T15:30:00,Segundo llamado HABILITACIÓN SSHH OFICINA Y AU MUN. DE HIJUELAS,Activa,Ministerio de Obras Públicas,Departamento de Adquisiciones,Las Condes,Región Metropolitana,Luis Fernández,Supervisor de Contratos,1,Público,97897.0,Licitación Pública,luis.fernández@gob.cl
2025-10-09T15:30:00,Segundo llamado REPOSICIÓN MEDIALUNA LOS PINOS SECTOR ROMERAL,Activa,Superintendencia de Educación,Departamento de Adquisiciones,Antofagasta,Región Metropolitana,María González,Administrador de Contratos,2,Privado,5473465.0,Convenio Marco,maría.gonzález@gob.cl
2025-10-10T15:30:00,MEJORAMIENTO DE TECHUMBRE EDIFICIO CONSISTORIAL,Activa,Gobierno Regional de Valparaíso,Área de Contrataciones,Viña del Mar,Región de Los Lagos,Carlos Silva,Especialista en Compras,1,Público,142968.0,Convenio Marco,carlos.silva@gob.cl
2025-10-13T15:01:00,SERVICIO DE ALIMENTACIÓN ELECCIONES 2025.,Activa,Municipalidad de Santiago,Sección de Licitaciones,Ñuñoa,Región de Valparaíso,Mónica Herrera,Supervisor de Contratos,1,Público,353514.0,Compra Agilizada,mónica.herrera@gobierno.cl
2025-10-09T15:00:00,KIT DE ASEO DE ESCRITORIO Y MATERIALES DE CONSUMO PARA ELECCIONES PRESIDENCIALES 2025.,Activa,Fiscalía Nacional,División de Compras,Punta Arenas,Región de Valparaíso,Ana Rodríguez,Administrador de Contratos,3,Mixto,607422.0,Licitación Pública,ana.rodríguez@gobierno.cl
2025-10-09T16:00:00,SERVICIO DE TRASLADO PARA PERSONAL DE LA ARMADA DE CHILE QUE CUBRIRÁ LOCALES DE VOTACIÓN POR ELECCIONES PRIMARIAS PRESIDENCIALES Y PARLAMENTARIAS 2025.,Activa,Ministerio de Educación,División de Compras,Valparaíso,Región de Valparaíso,Luis Fernández,Coordinador de Adquisiciones,3,Mixto,99469.0,Subasta Inversa,luis.fernández@municipalidad.cl
2025-10-09T16:30:00,SERVICIO DE BODEGAJE Y TRASLADO DE ARTÍCULOS POR ELECCIONES PRESIDENCIALES Y PARLAMENTARIAS 2025.,Activa,Servicio Nacional del Consumidor,Departamento de Adquisiciones,Maipú,Región de Los Lagos,Diego Morales,Encargado de Licitaciones,3,Mixto,71200.0,Licitación Privada,diego.morales@municipalidad.cl
2025-10-10T12:00:00,SERVICIO DE TRASLADO DE CARGA SERVEL VIA AEREA CHARTER DESDE Y HACIA LOCAL DE VOTACIÓN POR ELECCIONES PRESIDENCIALES Y PARLAMENTARIAS 2025 EN EL ARCHIPIÉLAGO DE JUAN FERNÁNDEZ”.,Activa,Servicio Nacional de Salud,Unidad de Compras,Ñuñoa,Región del Biobío,Patricia López,Coordinador de Adquisiciones,3,Mixto,23633.0,Compra Agilizada,patricia.lópez@gob.cl
2025-10-07T15:00:00,SERVICIOS PARA CONVERSATORIO DE ASTROPOESIA,Activa,Fiscalía Nacional,Área de Contrataciones,La Serena,Región de Magallanes y de la Antártica Chilena,Isabel Sánchez,Supervisor de Contratos,1,Público,177113.0,Licitación Pública,isabel.sánchez@gobierno.cl
2025-10-07T10:00:00,SERVICIOS TRANSPORTE Y  SERVICIOS TURISTICOS,Activa,Fiscalía Nacional,Departamento de Adquisiciones,Valparaíso,Región de Atacama,Fernando Ramírez,Coordinador de Adquisiciones,2,Privado,568652.0,Trato Directo,fernando.ramírez@municipalidad.cl
2025-10-08T15:39:00,BOMBA DE AGUA  ESC. CLEMENTINA MAUREIRA,Activa,Dirección del Trabajo,Sección de Licitaciones,Punta Arenas,Región del Maule,Carlos Silva,Encargado de Licitaciones,2,Privado,220564.0,Trato Directo,carlos.silva@gob.cl
2025-10-06T15:01:00,Adquisición de 2 camionetas doble cabina 4x4,Activa,Superintendencia de Educación,Sección de Licitaciones,La Serena,Región Metropolitana,Fernando Ramírez,Analista de Compras,1,Público,86433.0,Licitación Privada,fernando.ramírez@gob.cl
2025-10-13T15:11:00,Arriendo de Maquinarias Proyecto de Pavimentación Corte en Puerto Cisnes,Activa,Ministerio de Obras Públicas,Unidad de Compras,Punta Arenas,Región de Atacama,Fernando Ramírez,Supervisor de Contratos,3,Mixto,74929.0,Compra Agilizada,fernando.ramírez@municipalidad.cl
2025-10-14T15:30:00,Construcción Vivienda Maria Ruiz en Programa DS-10 Puerto Cisnes,Activa,Servicio Nacional de Salud,Departamento de Adquisiciones,Valparaíso,Región del Biobío,Isabel Sánchez,Supervisor de Contratos,1,Público,147218.0,Convenio Marco,isabel.sánchez@municipalidad.cl
2025-11-03T15:30:00,Conservación Escuela Hamburgo de Puyuhuapi Recontratacion L2,Activa,Ministerio de Obras Públicas,Departamento de Adquisiciones,La Serena,Región de Los Ríos,Roberto Martínez,Jefe de Compras,2,Privado,41105.0,Licitación Pública,roberto.martínez@gob.cl
2025-10-06T16:00:00,REPARACIÓN CANCHA DE TENIS EMPEDRADO,Activa,Fiscalía Nacional,Sección de Licitaciones,Santiago,Región de Magallanes y de la Antártica Chilena,Isabel Sánchez,Especialista en Compras,2,Privado,74263.0,Licitación Privada,isabel.sánchez@gob.cl
2025-10-07T16:00:00,REPARACIÓN CANCHA DE FUTBOLITO EMPEDRADO,Activa,Gobierno Regional del Biobío,Área de Contrataciones,Las Condes,Región de Tarapacá,Carlos Silva,Jefe de Compras,1,Público,317760.0,Compra Agilizada,carlos.silva@gobierno.cl
2025-10-10T16:00:00,SERVICIO “ASESORÍA PARA LA FORMULACIÓN DEL PLAN DE ACCIÓN COMUNAL DE CAMBIO CLIMÁTICO DE LA COMUNA DE EMPEDRADO”,Activa,Servicio de Impuestos Internos,División de Compras,La Serena,Región del Libertador General Bernardo O'Higgins,Luis Fernández,Analista de Compras,3,Mixto,98440.0,Trato Directo,luis.fernández@municipalidad.cl
2025-10-14T14:00:00,SOLUCIÓN PARTICULAR AGUA POTABLE CAMPO LINDO Y DIVERSOS SECTORES QUILACO,Activa,Dirección del Trabajo,Sección de Licitaciones,Punta Arenas,Región de Los Ríos,Carmen Díaz,Supervisor de Contratos,3,Mixto,114264.0,Compra Agilizada,carmen.díaz@municipalidad.cl
2025-10-14T14:00:00,SOLUCIÓN PARTICULAR AGUA POTABLE SECTOR BELLAVISTA QUILACO,Activa,Servicio Nacional del Consumidor,Área de Contrataciones,Maipú,Región del Maule,Juan Pérez,Supervisor de Contratos,3,Mixto,679735.0,Trato Directo,juan.pérez@gob.cl
2025-10-30T14:00:00,SOLUCIÓN PARTICULAR DE AGUA POTABLE STA. YOLANDA COMUNA DE QUILACO,Activa,Gobierno Regional de Valparaíso,Departamento de Adquisiciones,Valparaíso,Región Metropolitana,Ana Rodríguez,Jefe de Compras,3,Mixto,242684.0,Compra Agilizada,ana.rodríguez@gob.cl
2025-10-13T15:05:00,Actividad Odontológicas de morbilidad año 2025,Activa,Servicio de Impuestos Internos,Unidad de Compras,Las Condes,Región del Libertador General Bernardo O'Higgins,Mónica Herrera,Supervisor de Contratos,3,Mixto,73311.0,Licitación Pública,mónica.herrera@gob.cl
2025-10-13T15:02:00,Mejoramiento infraestructura PSR el LIngue,Activa,Instituto de Previsión Social,Sección de Licitaciones,La Serena,Región de Los Ríos,Isabel Sánchez,Coordinador de Adquisiciones,3,Mixto,408732.0,Licitación Privada,isabel.sánchez@municipalidad.cl
2025-10-10T10:00:00,2 LLAMADO CONSTRUCCION LUMINARIAS CICLOVIA STA INE,Activa,Ministerio de Obras Públicas,Área de Contrataciones,Punta Arenas,Región de Tarapacá,Patricia López,Especialista en Compras,1,Público,155702.0,Convenio Marco,patricia.lópez@gob.cl
2025-10-10T12:30:00,2 LLAMADO - MEJ. DE MULTICANCHAS ORIENTE Y PONIENT,Activa,Servicio Nacional de Salud,Área de Contrataciones,Chillán,Región de Coquimbo,Juan Pérez,Coordinador de Adquisiciones,1,Público,23537.0,Convenio Marco,juan.pérez@municipalidad.cl
2025-10-10T15:00:00,2 LLAMADO - MEJ. ESPACIO PÚBLICO ALEDAÑO TERMINAL,Activa,Municipalidad de Concepción,Unidad de Compras,Talca,Región de Antofagasta,Isabel Sánchez,Coordinador de Adquisiciones,3,Mixto,7033.0,Subasta Inversa,isabel.sánchez@municipalidad.cl
2025-10-06T15:00:00,PROGRAMA DE HABITABILIDAD 2024 ISLA DE MAIPO,Activa,Ministerio de Salud,División de Compras,Las Condes,Región del Biobío,Juan Pérez,Especialista en Compras,3,Mixto,21423.0,Subasta Inversa,juan.pérez@municipalidad.cl
2025-10-15T15:00:00,SERV. DE MANTENCIÓN Y REPARACION DE VEHÍCULOS,Activa,Superintendencia de Educación,División de Compras,Antofagasta,Región de Magallanes y de la Antártica Chilena,Isabel Sánchez,Supervisor de Contratos,2,Privado,142749.0,Convenio Marco,isabel.sánchez@gob.cl
2025-10-08T15:00:00,ESTUDIO SANEAMIENTO SANITARIO ALCANTARILLADO LA HIGUERA SANTA MARÍA,Activa,Municipalidad de Concepción,División de Compras,La Serena,Región del Maule,Patricia López,Administrador de Contratos,1,Público,1163616.0,Subasta Inversa,patricia.lópez@gobierno.cl
2025-10-07T14:00:00,REPOSICION SISTEMA CAMARAS TELEVIGILANCIA,Activa,Servicio Nacional de Salud,Departamento de Adquisiciones,Concepción,Región del Biobío,Carmen Díaz,Especialista en Compras,3,Mixto,731331.0,Convenio Marco,carmen.díaz@municipalidad.cl
2025-10-27T15:05:00,Instalación Luminarias ornamentales Padre Hurtado,Activa,Servicio Nacional de Salud,Área de Contrataciones,Talca,Región de Antofagasta,Fernando Ramírez,Coordinador de Adquisiciones,3,Mixto,325531.0,Licitación Pública,fernando.ramírez@gobierno.cl
2025-10-22T15:00:00,MANTENIMIENTO PROGRAMAS COMPUTACIONALES,Activa,Instituto de Previsión Social,Departamento de Adquisiciones,La Serena,Región Metropolitana,Roberto Martínez,Analista de Compras,2,Privado,33811.0,Subasta Inversa,roberto.martínez@gobierno.cl
2025-10-13T15:15:00,CONMEMORACION ROL DEL FUNCIONARIO,Activa,Servicio Nacional de Salud,Departamento de Adquisiciones,Antofagasta,Región Metropolitana,Diego Morales,Coordinador de Adquisiciones,1,Público,468049.0,Convenio Marco,diego.morales@municipalidad.cl
2025-10-06T15:30:00,Productor de Eventos para realizar la Actividad Gala y Reinado ,Activa,Servicio Nacional del Consumidor,Unidad de Compras,Rancagua,Región de Los Lagos,Ana Rodríguez,Analista de Compras,2,Privado,50722.0,Licitación Privada,ana.rodríguez@gobierno.cl
2025-10-09T17:11:00,Servicio de Producción de Eventos s.c.4222,Activa,Ministerio de Obras Públicas,División de Compras,Valparaíso,Región de Valparaíso,Ana Rodríguez,Jefe de Compras,2,Privado,16294.0,Licitación Pública,ana.rodríguez@gob.cl
2025-10-10T15:17:00,Medicamentos S.C 2499,Activa,Fiscalía Nacional,Departamento de Adquisiciones,La Serena,Región de Magallanes y de la Antártica Chilena,Roberto Martínez,Jefe de Compras,2,Privado,121301.0,Licitación Pública,roberto.martínez@gob.cl
2025-10-16T17:00:00,HABILITACIÓN ÁREA VERDE TRAPI RÍO BUENO 2025,Activa,Ministerio de Salud,Sección de Licitaciones,Chillán,Región Aysén del General Carlos Ibáñez del Campo,Ana Rodríguez,Analista de Compras,3,Mixto,234202.0,Trato Directo,ana.rodríguez@gobierno.cl
2025-10-16T17:00:00, HAB. ÁREA VERDE FLORIDA 2 COMUNA RÍO BUENO,Activa,Municipalidad de Valparaíso,Departamento de Adquisiciones,Valparaíso,Región de Atacama,Roberto Martínez,Encargado de Licitaciones,3,Mixto,15642.0,Licitación Privada,roberto.martínez@gobierno.cl
2025-10-20T17:00:00,CONT.  MANO DE OBRA EXTRACCIÓN RES. DOM. Y OTROS.,Activa,Superintendencia de Educación,Unidad de Compras,Valparaíso,Región de Coquimbo,Juan Pérez,Supervisor de Contratos,3,Mixto,42568.0,Convenio Marco,juan.pérez@municipalidad.cl
2025-10-06T17:00:00,SEGUROS BIENES MUEBLES E INMUEBLES Y OTROS,Activa,Gobierno Regional del Biobío,Unidad de Compras,Santiago,Región de Los Ríos,Roberto Martínez,Especialista en Compras,1,Público,265346.0,Convenio Marco,roberto.martínez@gob.cl
2025-10-10T11:00:00,ADQUISICIÓN MOBILIARIO PARA OFICINAS EDIFICIO CONSISTORIAL TOLTÉN ,Activa,Ministerio de Salud,Departamento de Adquisiciones,Concepción,Región de Magallanes y de la Antártica Chilena,Carlos Silva,Encargado de Licitaciones,3,Mixto,393525.0,Subasta Inversa,carlos.silva@municipalidad.cl
2025-10-06T15:01:00,GIRAS TECNICAS USUARIOS PDTI,Activa,Servicio Nacional del Consumidor,Sección de Licitaciones,Providencia,Región de Atacama,Diego Morales,Jefe de Compras,2,Privado,137945.0,Trato Directo,diego.morales@municipalidad.cl
2025-10-13T15:30:00,SERVICIO PRODUCCIÓN EVENTO - EXPO PESCA QUEULE,Activa,Gobierno Regional del Biobío,División de Compras,Temuco,Región del Biobío,Carmen Díaz,Administrador de Contratos,3,Mixto,33633.0,Convenio Marco,carmen.díaz@gob.cl
2025-11-03T15:30:00,Reposición Carro Bomba Aljibe Bomberos Gorbea,Activa,Fiscalía Nacional,División de Compras,Rancagua,Región de Magallanes y de la Antártica Chilena,Luis Fernández,Encargado de Licitaciones,2,Privado,28079.0,Licitación Privada,luis.fernández@gobierno.cl
2025-10-06T15:01:00,MATERIALES DE CONSTRUCCIÓN PARA STOCK DE DIDECO PEMUCO,Activa,Instituto de Previsión Social,Sección de Licitaciones,Santiago,Región de Los Lagos,Mónica Herrera,Administrador de Contratos,1,Público,9613.0,Subasta Inversa,mónica.herrera@gob.cl
2025-10-06T17:30:00,ARRIENDO EQUIPOS SOFTWARE GABINETE PSICOTECNICO ,Activa,Ministerio de Salud,Unidad de Compras,Valparaíso,Región Metropolitana,Roberto Martínez,Especialista en Compras,2,Privado,108268.0,Licitación Pública,roberto.martínez@gob.cl
2025-11-28T20:00:00,URBANIZACIÓN LOCALIDAD LAS RAMADAS PUNITAQUI,Activa,Gobierno Regional de Valparaíso,Área de Contrataciones,Antofagasta,Región de La Araucanía,Diego Morales,Jefe de Compras,3,Mixto,1186380.0,Licitación Privada,diego.morales@municipalidad.cl
2025-10-08T08:00:00,SERVICIO SALIDAS PEDAGOGICAS ESCUELA LUIS LEYTON RUBIO,Activa,Gobierno Regional del Biobío,Departamento de Adquisiciones,Santiago,Región Aysén del General Carlos Ibáñez del Campo,Ana Rodríguez,Coordinador de Adquisiciones,2,Privado,353028.0,Compra Agilizada,ana.rodríguez@gobierno.cl
,CONTRATAR SERVICIOS ESPECIALIZADOS DE OFTALMOLOGO,Activa,Gobierno Regional de Valparaíso,Unidad de Compras,Rancagua,Región Aysén del General Carlos Ibáñez del Campo,Juan Pérez,Jefe de Compras,3,Mixto,338705.0,Compra Agilizada,juan.pérez@gob.cl
2025-10-10T09:05:00,Plan nacional esterilización responsabilidad compa,Activa,Dirección del Trabajo,Unidad de Compras,Valparaíso,Región Metropolitana,Carmen Díaz,Especialista en Compras,2,Privado,35295.0,Licitación Pública,carmen.díaz@gob.cl
2025-10-06T15:05:00,SERVICIO DE ASEO Y MANTENCIÓN DE DEPENDENCIAS MSG,Activa,Municipalidad de Concepción,Departamento de Adquisiciones,Ñuñoa,Región de Coquimbo,Roberto Martínez,Administrador de Contratos,3,Mixto,31717.0,Licitación Privada,roberto.martínez@municipalidad.cl
2025-10-10T09:05:00,Curso conducción programas mujeres jefas de hogar,Activa,Superintendencia de Educación,División de Compras,Las Condes,Región del Biobío,Juan Pérez,Administrador de Contratos,2,Privado,66027.0,Compra Agilizada,juan.pérez@gobierno.cl
2025-10-09T09:05:00,SERV.ARRIENDO Y MANTEN.MÁQUINAS FOTOCOPIADORAS,Activa,Municipalidad de Santiago,División de Compras,Maipú,Región de Los Ríos,Carlos Silva,Supervisor de Contratos,2,Privado,22941.0,Compra Agilizada,carlos.silva@gobierno.cl
2025-10-06T17:00:00,REP. TRANSFORMADOR 45 KVA LINEA TRANSMISION RADIO,Activa,Gobierno Regional de Valparaíso,Sección de Licitaciones,Las Condes,Región de Valparaíso,Fernando Ramírez,Encargado de Licitaciones,1,Público,71952.0,Compra Agilizada,fernando.ramírez@gob.cl
2025-10-07T09:00:00,Insumos Médicos de Esterilización,Activa,Servicio de Impuestos Internos,Sección de Licitaciones,Santiago,Región de Valparaíso,María González,Jefe de Compras,2,Privado,428258.0,Compra Agilizada,maría.gonzález@gobierno.cl
2025-10-06T16:00:00,Reparación de Escaleras y Revestimiento de Cubierta Esc. JHV Mejillones,Activa,Municipalidad de Santiago,División de Compras,Talca,Región de Los Lagos,María González,Coordinador de Adquisiciones,3,Mixto,83401.0,Subasta Inversa,maría.gonzález@municipalidad.cl
2025-10-06T16:00:00,Mejoramiento de Pilares de Canchas Ventanas Sala PIE y Piso Sala Profesores Esc. JHV Mejillones,Activa,Servicio Nacional del Consumidor,Departamento de Adquisiciones,Temuco,Región de Valparaíso,Isabel Sánchez,Analista de Compras,3,Mixto,79030.0,Trato Directo,isabel.sánchez@gobierno.cl
2025-10-06T16:00:00,Construcción Sombreaderos Sector Párvulo y TVA CEJJLB Mejillones,Activa,Servicio de Impuestos Internos,Unidad de Compras,Temuco,Región del Maule,Fernando Ramírez,Coordinador de Adquisiciones,3,Mixto,581974.0,Trato Directo,fernando.ramírez@gob.cl
2025-10-06T16:00:00,Certificación de Sello Verde GAS en Establecimientos CEJJLB y Párvulos JHV,Activa,Servicio Nacional del Consumidor,Unidad de Compras,Temuco,Región de Atacama,María González,Especialista en Compras,2,Privado,19348.0,Licitación Privada,maría.gonzález@municipalidad.cl
2025-10-07T16:00:00,Mejoramiento W.C. Baños del Párvulo Esc. JHV Mejillones,Activa,Municipalidad de Valparaíso,Unidad de Compras,Temuco,Región de Tarapacá,Patricia López,Analista de Compras,2,Privado,19919.0,Licitación Pública,patricia.lópez@gobierno.cl
2025-10-09T16:00:00,Actualización Avtivo Fijo D.A.E.M. Mejillones,Activa,Fiscalía Nacional,División de Compras,Maipú,Región de Antofagasta,Fernando Ramírez,Supervisor de Contratos,1,Público,7491.0,Compra Agilizada,fernando.ramírez@gob.cl
2025-11-11T16:00:00,Mejoramiento Multicancha CEJJLB Mejillones,Activa,Ministerio de Obras Públicas,Área de Contrataciones,Temuco,Región del Maule,Ana Rodríguez,Supervisor de Contratos,3,Mixto,50532.0,Licitación Pública,ana.rodríguez@gob.cl
2025-10-10T17:44:00,Compra de insumos e instrumental dental,Activa,Superintendencia de Educación,División de Compras,Antofagasta,Región de La Araucanía,Juan Pérez,Analista de Compras,3,Mixto,1586820.0,Compra Agilizada,juan.pérez@gobierno.cl
2025-10-10T09:00:00,SERVICIO DE PRODUCCIÓN PARA 45° ANIVERSARIO MUNICIPALIDAD DE PRIMAVERA,Activa,Ministerio de Educación,Unidad de Compras,Santiago,Región del Biobío,Ana Rodríguez,Encargado de Licitaciones,3,Mixto,58299.0,Subasta Inversa,ana.rodríguez@gob.cl
2025-10-08T13:30:00,Contratación de Servicios de Transporte Alimentación Hospedaje para Gira de Estudios 3° Medios Liceo Tomas Herrera Vega de Pemuco,Activa,Superintendencia de Educación,División de Compras,Viña del Mar,Región de La Araucanía,Carlos Silva,Encargado de Licitaciones,3,Mixto,2204926.0,Licitación Pública,carlos.silva@municipalidad.cl
2025-10-13T15:01:00,Construcción Centro Comunitario Multipropósito.,Activa,Ministerio de Obras Públicas,Unidad de Compras,Valparaíso,Región del Libertador General Bernardo O'Higgins,Juan Pérez,Encargado de Licitaciones,1,Público,242611.0,Licitación Pública,juan.pérez@municipalidad.cl
2025-10-06T15:00:00,ARTICULOS Y MATERIALES DE CONSTRUCCION,Activa,Fiscalía Nacional,Sección de Licitaciones,Maipú,Región del Biobío,Mónica Herrera,Administrador de Contratos,1,Público,255897.0,Subasta Inversa,mónica.herrera@municipalidad.cl
2025-10-06T15:00:00,ADQUISICION DE MATERIALES Y ARTICULOS SANITARIOS Y ELECTRICOS,Activa,Ministerio de Educación,Unidad de Compras,Providencia,Región del Maule,Ana Rodríguez,Especialista en Compras,2,Privado,73777.0,Licitación Privada,ana.rodríguez@municipalidad.cl
2025-10-06T15:00:00,MEJORAMIENTO SALON CONCEJO MUNICIPAL SECPLAN,Activa,Gobierno Regional de Valparaíso,División de Compras,Talca,Región de Los Ríos,Fernando Ramírez,Analista de Compras,3,Mixto,643783.0,Licitación Privada,fernando.ramírez@municipalidad.cl
2025-10-06T15:30:00,MEJORAMIENTO CANCHA DE PASTO SINTETICO CARLOS IBAÑEZ SECPLAN,Activa,Municipalidad de Santiago,Unidad de Compras,Antofagasta,Región de La Araucanía,María González,Coordinador de Adquisiciones,1,Público,46588.0,Compra Agilizada,maría.gonzález@gobierno.cl
2025-10-06T16:00:00,MEJORAMIENTO MULTICANCHA PASTO SINTETICO VILLA FRANCIA SECPLAN,Activa,Ministerio de Salud,Unidad de Compras,Providencia,Región del Maule,Mónica Herrera,Encargado de Licitaciones,1,Público,33921.0,Licitación Pública,mónica.herrera@gobierno.cl
2025-10-16T15:00:00,ADQUISICION CLINICA MOVIL 2 BOX: DENTAL MEDICINA,Activa,Ministerio de Obras Públicas,Área de Contrataciones,Antofagasta,Región del Biobío,Isabel Sánchez,Supervisor de Contratos,2,Privado,426410.0,Convenio Marco,isabel.sánchez@municipalidad.cl
2025-10-20T17:30:00,ADQUISICION CLINICA VETERINARIA MOVIL 2 BOX,Activa,Gobierno Regional del Biobío,Departamento de Adquisiciones,Talca,Región de La Araucanía,Diego Morales,Coordinador de Adquisiciones,3,Mixto,1027800.0,Convenio Marco,diego.morales@gob.cl
2025-10-17T15:00:00,ADQUISICION DE CAJAS DE ALIMENTOS AYUDA SOCIAL,Activa,Superintendencia de Educación,Departamento de Adquisiciones,Antofagasta,Región de Tarapacá,Isabel Sánchez,Supervisor de Contratos,3,Mixto,32365.0,Convenio Marco,isabel.sánchez@gobierno.cl
2025-10-13T15:10:00,CONSTRUCCION PLAZA CARLOS IBAÑEZ COMUNA DE MAULE,Activa,Servicio Nacional de Salud,Unidad de Compras,Antofagasta,Región Aysén del General Carlos Ibáñez del Campo,Ana Rodríguez,Especialista en Compras,3,Mixto,70364.0,Subasta Inversa,ana.rodríguez@gob.cl
2025-10-14T15:00:00,MEJORAMIENTO Y AMPLIACION SEDE DISCAPACIDAD CHACAR,Activa,Superintendencia de Educación,Unidad de Compras,Valparaíso,Región del Maule,Mónica Herrera,Supervisor de Contratos,2,Privado,197351.0,Subasta Inversa,mónica.herrera@gob.cl
2025-10-13T15:30:00,VACUNAS MEDICAMENTOS INSUMOS LECTOR DE MICROCHI,Activa,Dirección del Trabajo,Unidad de Compras,Concepción,Región del Biobío,Luis Fernández,Jefe de Compras,1,Público,373268.0,Licitación Privada,luis.fernández@gobierno.cl
2025-10-15T12:00:00,CONSTRUCCIÓN RED ALUMBRADO PEATONAL LLAY LLAY,Activa,Servicio Nacional del Consumidor,Sección de Licitaciones,Temuco,Región Aysén del General Carlos Ibáñez del Campo,Ana Rodríguez,Analista de Compras,1,Público,699078.0,Convenio Marco,ana.rodríguez@gobierno.cl
2025-10-10T12:00:00,PROGRAMA DE HABITABILIDAD 2024 COMUNA DE LLAY LLAY,Activa,Instituto de Previsión Social,Departamento de Adquisiciones,Chillán,Región de La Araucanía,Fernando Ramírez,Coordinador de Adquisiciones,1,Público,5836290.0,Compra Agilizada,fernando.ramírez@gobierno.cl
