CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion,CodigoTipo,TipoConvocatoria,MontoEstimado,Modalidad,Comprador.NombreOrganismo,Comprador.NombreUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.NombreUsuario,Comprador.CargoUsuario,EmailResponsablePago
3471-105-LE25,SUMINISTRO DE UTILES DE ASEO HOSCAR 12 MESES.,5,2025-10-09T16:00:00,Activa,SUMINISTRO DE UTILES DE ASEO HOSCAR 12 MESES.,3,Mixto,921530.0,Licitación Privada,Servicio Nacional de Salud,División de Compras,Maipú,Región Metropolitana,Juan Pérez,Analista de Compras,juan.pérez@municipalidad.cl
3471-106-LE25,SUMINISTRO DEL MEDICAMENTO INTERFERON BETA-1A.,5,2025-10-09T16:00:00,Activa,SUMINISTRO DEL MEDICAMENTO INTERFERON BETA-1A.,2,Privado,32996.0,Convenio Marco,Ministerio de Educación,Departamento de Adquisiciones,Las Condes,Región de Antofagasta,Patricia López,Encargado de Licitaciones,patricia.lópez@municipalidad.cl
3471-107-LE25,CS INS MED LAB CLINICO ANATOMIA PAT Y BCO SANGRE,5,2025-10-13T16:00:00,Activa,CS INS MED LAB CLINICO ANATOMIA PAT Y BCO SANGRE,3,Mixto,43043.0,Licitación Pública,Municipalidad de Concepción,Departamento de Adquisiciones,Temuco,Región de La Araucanía,Ana Rodríguez,Supervisor de Contratos,ana.rodríguez@municipalidad.cl
3471-108-LP25,CONVENIO SUMINISTRO DE DISPOSITIVOS MEDICOS,5,2025-10-20T16:00:00,Activa,CONVENIO SUMINISTRO DE DISPOSITIVOS MEDICOS,2,Privado,97952.0,Subasta Inversa,Fiscalía Nacional,Área de Contrataciones,Rancagua,Región del Libertador General Bernardo O'Higgins,María González,Supervisor de Contratos,maría.gonzález@gob.cl
3471-109-LE25,LA CONTRATACIÓN EN LÍNEAS DE ADJUDICACIÓN DE UN SUMINISTRO DE MEDICAMENTOS PARA SISTEMA CIRCULATORIO Y MEDIOS DE CONTRASTE POR 24 MESES PARA EL HOSPITAL DE CARABINEROS.,5,2025-10-13T16:00:00,Activa,LA CONTRATACIÓN EN LÍNEAS DE ADJUDICACIÓN DE UN SUMINISTRO DE MEDICAMENTOS PARA SISTEMA CIRCULATORIO Y MEDIOS DE CONTRASTE POR 24 MESES PARA EL HOSPITAL DE CARABINEROS.,2,Privado,11092.0,Subasta Inversa,Fiscalía Nacional,Sección de Licitaciones,Ñuñoa,Región del Biobío,Carmen Díaz,Administrador de Contratos,carmen.díaz@gobierno.cl
3474-83-LE25,CINTURON TACTICO NUEVO MODELO ESCAR,5,2025-10-08T17:00:00,Activa,CINTURON TACTICO NUEVO MODELO ESCAR,3,Mixto,118457.0,Compra Agilizada,Ministerio de Salud,Unidad de Compras,Ñuñoa,Región de Coquimbo,Mónica Herrera,Analista de Compras,mónica.herrera@gobierno.cl
3477-70-LQ25,“ABASTOS DE AGUA CD. MARIANO LINCONAO SECTOR LLAM,5,2025-10-20T16:00:00,Activa,“ABASTOS DE AGUA CD. MARIANO LINCONAO SECTOR LLAM,2,Privado,101844.0,Subasta Inversa,Ministerio de Obras Públicas,Unidad de Compras,Santiago,Región de Valparaíso,Diego Morales,Encargado de Licitaciones,diego.morales@gob.cl
3477-71-LR25,REPOSICIÓN Y ADQUISICIÓN DE BUSES PARA TRANSPORTE ESCOLAR VILCÚN ,5,2025-10-13T16:00:00,Activa,REPOSICIÓN Y ADQUISICIÓN DE BUSES PARA TRANSPORTE ESCOLAR VILCÚN ,1,Público,1580644.0,Convenio Marco,Ministerio de Educación,Área de Contrataciones,Concepción,Región del Biobío,Luis Fernández,Especialista en Compras,luis.fernández@gobierno.cl
3477-73-LQ25,“SERVICIO DE PRODUCCIÓN EVENTO ANIVERSARIO CENTENA,5,2025-10-06T15:01:00,Activa,“SERVICIO DE PRODUCCIÓN EVENTO ANIVERSARIO CENTENA,2,Privado,112429.0,Licitación Pública,Dirección del Trabajo,Departamento de Adquisiciones,Santiago,Región del Libertador General Bernardo O'Higgins,Patricia López,Encargado de Licitaciones,patricia.lópez@municipalidad.cl
3477-75-LE25,“MEJORAMIENTO PLAZA LA FRONTERA CAJÓN” ,5,2025-10-06T16:00:00,Activa,“MEJORAMIENTO PLAZA LA FRONTERA CAJÓN” ,1,Público,128429.0,Compra Agilizada,Instituto de Previsión Social,Unidad de Compras,Santiago,Región de Los Lagos,Patricia López,Encargado de Licitaciones,patricia.lópez@gobierno.cl
3477-76-LP25,“REPOSICIÓN DE VEREDAS CENTRO CÍVICO VILCÚN Y CALLE DEPORTES DE CHERQUENCO VILCÚN” ,5,2025-10-13T16:00:00,Activa,“REPOSICIÓN DE VEREDAS CENTRO CÍVICO VILCÚN Y CALLE DEPORTES DE CHERQUENCO VILCÚN” ,1,Público,31983.0,Licitación Pública,Servicio Nacional de Salud,División de Compras,Punta Arenas,Región de Magallanes y de la Antártica Chilena,Fernando Ramírez,Coordinador de Adquisiciones,fernando.ramírez@municipalidad.cl
3477-78-LE25,“INSTALACIÓN DE FILTROS ABASTOS DE AGUA POTABLE COMUNIDAD JOSÉ ALONQUEO B SECTOR LLAMUCO GRUPO 1” ,5,2025-10-06T16:00:00,Activa,“INSTALACIÓN DE FILTROS ABASTOS DE AGUA POTABLE COMUNIDAD JOSÉ ALONQUEO B SECTOR LLAMUCO GRUPO 1” ,3,Mixto,5149299.0,Trato Directo,Fiscalía Nacional,Área de Contrataciones,Talca,Región de Antofagasta,María González,Especialista en Compras,maría.gonzález@gobierno.cl
3477-79-LE25,SERVICIO DE PRODUCCIÓN DE EVENTOS 100 CUECAS POR ,5,2025-10-06T15:30:00,Activa,SERVICIO DE PRODUCCIÓN DE EVENTOS 100 CUECAS POR ,3,Mixto,14007.0,Licitación Pública,Ministerio de Educación,Unidad de Compras,Maipú,Región de Los Ríos,Carmen Díaz,Administrador de Contratos,carmen.díaz@gob.cl
3479-76-LR25,CONSERVACION DE CAMINOS NO ENROLADOS ISLA QUEULLIN,5,2025-11-03T16:00:00,Activa,CONSERVACION DE CAMINOS NO ENROLADOS ISLA QUEULLIN,2,Privado,480886.0,Trato Directo,Municipalidad de Valparaíso,Sección de Licitaciones,Antofagasta,Región del Maule,María González,Administrador de Contratos,maría.gonzález@gob.cl
3479-77-LP25,Seguro Complentario de Salud,5,2025-10-07T12:00:00,Activa,Seguro Complentario de Salud,3,Mixto,104413.0,Licitación Privada,Ministerio de Educación,Departamento de Adquisiciones,Valparaíso,Región de Tarapacá,Patricia López,Encargado de Licitaciones,patricia.lópez@gobierno.cl
3479-78-L125,SERVICIO TRASLADO PARVULOS JARDIN SEMILLAS,5,2025-10-06T16:00:00,Activa,SERVICIO TRASLADO PARVULOS JARDIN SEMILLAS,1,Público,297170.0,Licitación Privada,Ministerio de Obras Públicas,Sección de Licitaciones,Chillán,Región de La Araucanía,Luis Fernández,Administrador de Contratos,luis.fernández@gobierno.cl
3479-79-LE25,Tuberia Alcantarillas Red Vial,5,2025-10-09T12:00:00,Activa,Tuberia Alcantarillas Red Vial,2,Privado,629276.0,Convenio Marco,Municipalidad de Concepción,Departamento de Adquisiciones,Rancagua,Región de Magallanes y de la Antártica Chilena,Fernando Ramírez,Analista de Compras,fernando.ramírez@gobierno.cl
3486-32-LE25,VESTUARIO PARA FUNCIONARIOS DEPTO. SALUD,5,2025-10-10T09:00:00,Activa,VESTUARIO PARA FUNCIONARIOS DEPTO. SALUD,3,Mixto,40899.0,Licitación Privada,Servicio Nacional de Salud,División de Compras,Antofagasta,Región del Maule,Luis Fernández,Administrador de Contratos,luis.fernández@gob.cl
3495-31-LE25,ESPECIALIDAD AMBULATORIA GASTROENTEROLOGÍA DSM,5,2025-10-06T15:05:00,Activa,ESPECIALIDAD AMBULATORIA GASTROENTEROLOGÍA DSM,3,Mixto,7477.0,Convenio Marco,Dirección del Trabajo,Área de Contrataciones,Santiago,Región de Coquimbo,Isabel Sánchez,Analista de Compras,isabel.sánchez@gobierno.cl
3495-32-LE25,EXAMENES DE ECOGRAFIA ABDOMINAL PARA DSM VILCUN,5,2025-10-06T15:00:00,Activa,EXAMENES DE ECOGRAFIA ABDOMINAL PARA DSM VILCUN,1,Público,3289941.0,Subasta Inversa,Municipalidad de Concepción,Departamento de Adquisiciones,Ñuñoa,Región de La Araucanía,María González,Supervisor de Contratos,maría.gonzález@gobierno.cl
3497-17-LE25,MATERIALES PROGRAMA DE LA MUJER,5,2025-10-10T12:00:00,Activa,MATERIALES PROGRAMA DE LA MUJER,3,Mixto,681801.0,Licitación Pública,Municipalidad de Santiago,Sección de Licitaciones,Chillán,Región del Biobío,María González,Jefe de Compras,maría.gonzález@gob.cl
3498-15-LP25,CONSTRUCCION MULTICANCHA TAUCU COBQUECURA.,5,2025-10-22T17:26:00,Activa,CONSTRUCCION MULTICANCHA TAUCU COBQUECURA.,2,Privado,96489.0,Licitación Pública,Servicio Nacional del Consumidor,Sección de Licitaciones,La Serena,Región de Antofagasta,Ana Rodríguez,Analista de Compras,ana.rodríguez@gob.cl
3498-16-LP25,SOLUCIONES  DE AGUA POTABLE DISTINTOS SECTORES.,5,2025-10-24T14:24:00,Activa,SOLUCIONES  DE AGUA POTABLE DISTINTOS SECTORES.,2,Privado,1925208.0,Compra Agilizada,Municipalidad de Valparaíso,Área de Contrataciones,Santiago,Región de Los Ríos,Carmen Díaz,Coordinador de Adquisiciones,carmen.díaz@gob.cl
3498-17-LP25,HABILITACION INMUEBLE COMUNITARIO DE CUIDADOS.,5,2025-10-22T18:41:00,Activa,HABILITACION INMUEBLE COMUNITARIO DE CUIDADOS.,2,Privado,3312447.0,Licitación Privada,Ministerio de Obras Públicas,Departamento de Adquisiciones,Las Condes,Región de Los Ríos,Fernando Ramírez,Especialista en Compras,fernando.ramírez@gobierno.cl
3498-19-LP25,SOLUCIONES  DE AGUA POTABLE SECTOR QUILE,5,2025-10-22T13:20:00,Activa,SOLUCIONES  DE AGUA POTABLE SECTOR QUILE,1,Público,175427.0,Subasta Inversa,Instituto de Previsión Social,Área de Contrataciones,Talca,Región de Magallanes y de la Antártica Chilena,Ana Rodríguez,Encargado de Licitaciones,ana.rodríguez@gobierno.cl
3498-20-LP25,Mejoramiento espacio central Liceo Diego Missene,5,2025-10-22T15:30:00,Activa,Mejoramiento espacio central Liceo Diego Missene,2,Privado,8978.0,Compra Agilizada,Gobierno Regional de Valparaíso,Sección de Licitaciones,Talca,Región de Valparaíso,Juan Pérez,Especialista en Compras,juan.pérez@gobierno.cl
3502-58-LE25,CONSTRUCCION PLAZOLETA VILLA ALEGRE TRAIGUEN,5,2025-10-07T15:00:00,Activa,CONSTRUCCION PLAZOLETA VILLA ALEGRE TRAIGUEN,3,Mixto,7026.0,Convenio Marco,Dirección del Trabajo,División de Compras,Talca,Región del Maule,Fernando Ramírez,Coordinador de Adquisiciones,fernando.ramírez@municipalidad.cl
3502-59-LE25,LICITACIÓN DE OPERACIÓN Y MANTENCIÓN DEL VERTEDERO,5,2025-10-10T15:00:00,Activa,LICITACIÓN DE OPERACIÓN Y MANTENCIÓN DEL VERTEDERO,3,Mixto,798682.0,Licitación Privada,Municipalidad de Concepción,Departamento de Adquisiciones,Valparaíso,Región del Biobío,Luis Fernández,Coordinador de Adquisiciones,luis.fernández@gobierno.cl
3506-69-LQ25,SECOPLAN MEJORAMIENTO PISCINA CALETA BOY,5,2025-10-10T15:00:00,Activa,SECOPLAN MEJORAMIENTO PISCINA CALETA BOY,1,Público,444736.0,Licitación Pública,Ministerio de Educación,Área de Contrataciones,Punta Arenas,Región del Libertador General Bernardo O'Higgins,Fernando Ramírez,Analista de Compras,fernando.ramírez@municipalidad.cl
3506-70-LR25,SECOPLAN ADQUISICION TERRENO PARA LA MUNICIPALIDAD DE TOCOPILLA,5,2025-10-24T15:00:00,Activa,SECOPLAN ADQUISICION TERRENO PARA LA MUNICIPALIDAD DE TOCOPILLA,1,Público,128894.0,Subasta Inversa,Municipalidad de Concepción,Área de Contrataciones,Concepción,Región de Atacama,Roberto Martínez,Analista de Compras,roberto.martínez@municipalidad.cl
3506-71-LP25,CARNAVAL INTERCULTURAL FAROLITO COSTERO 2025,5,2025-10-06T15:00:00,Activa,CARNAVAL INTERCULTURAL FAROLITO COSTERO 2025,2,Privado,971560.0,Subasta Inversa,Municipalidad de Concepción,Sección de Licitaciones,Maipú,Región de Valparaíso,Fernando Ramírez,Jefe de Compras,fernando.ramírez@gob.cl
3508-31-LE25,ADQUISICION DE 20 CONTENEDORES DE BASURA DE 1.100 LT.,5,2025-10-06T15:00:00,Activa,ADQUISICION DE 20 CONTENEDORES DE BASURA DE 1.100 LT.,2,Privado,728071.0,Trato Directo,Ministerio de Educación,Unidad de Compras,La Serena,Región de Valparaíso,Patricia López,Especialista en Compras,patricia.lópez@municipalidad.cl
3509-32-LE25,MANTENCION ASCENSORES Y CERTIFICACION CESFAM URBAN,5,2025-10-06T15:30:00,Activa,MANTENCION ASCENSORES Y CERTIFICACION CESFAM URBAN,1,Público,1527935.0,Subasta Inversa,Gobierno Regional de Valparaíso,Unidad de Compras,Rancagua,Región Aysén del General Carlos Ibáñez del Campo,Luis Fernández,Especialista en Compras,luis.fernández@gobierno.cl
3511-22-LE25,ADQUISICIÓN MOBILIARIO ESC. SAN ISIDRO CUZ CUZ,5,2025-10-07T15:30:00,Activa,ADQUISICIÓN MOBILIARIO ESC. SAN ISIDRO CUZ CUZ,1,Público,422309.0,Trato Directo,Servicio de Impuestos Internos,Sección de Licitaciones,Providencia,Región de Tarapacá,María González,Especialista en Compras,maría.gonzález@gobierno.cl
3511-23-L125,ARTÍCULOS DEPORTIVOS ESC LAS PALMERAS DE LIMAHUIDA,5,2025-10-09T15:30:00,Activa,ARTÍCULOS DEPORTIVOS ESC LAS PALMERAS DE LIMAHUIDA,1,Público,16053.0,Compra Agilizada,Ministerio de Salud,Área de Contrataciones,Rancagua,Región Metropolitana,Diego Morales,Jefe de Compras,diego.morales@municipalidad.cl
3511-24-L125,CAPACITACIÓN ESCUELA SAN ISIDRO CUZ CUZ,5,2025-10-09T15:30:00,Activa,CAPACITACIÓN ESCUELA SAN ISIDRO CUZ CUZ,1,Público,1259278.0,Trato Directo,Servicio Nacional de Salud,Sección de Licitaciones,Maipú,Región de Tarapacá,Ana Rodríguez,Encargado de Licitaciones,ana.rodríguez@gobierno.cl
3512-50-LR25,Mejoramiento Cancha Futbol Santa Virginia Illapel,5,2025-11-11T10:00:00,Activa,Mejoramiento Cancha Futbol Santa Virginia Illapel,3,Mixto,1226503.0,Convenio Marco,Superintendencia de Educación,Departamento de Adquisiciones,Maipú,Región de Los Lagos,Ana Rodríguez,Coordinador de Adquisiciones,ana.rodríguez@municipalidad.cl
3512-61-LE25,REPARACIÓN DE VIVIENDAS PROG. HABITABILIDAD 2024,5,2025-10-09T16:00:00,Activa,REPARACIÓN DE VIVIENDAS PROG. HABITABILIDAD 2024,1,Público,79793.0,Subasta Inversa,Ministerio de Educación,Área de Contrataciones,Punta Arenas,Región de Antofagasta,Patricia López,Coordinador de Adquisiciones,patricia.lópez@gobierno.cl
3512-62-LE25,AITO CONSERVACION	EDIFICIO CONSISTORIAL,5,2025-10-07T15:30:00,Activa,AITO CONSERVACION	EDIFICIO CONSISTORIAL,3,Mixto,12827.0,Trato Directo,Municipalidad de Concepción,Departamento de Adquisiciones,Ñuñoa,Región de Antofagasta,Ana Rodríguez,Supervisor de Contratos,ana.rodríguez@municipalidad.cl
3515-27-LE25,CONSTRUCCION SALA DEL PERSONAL DE DIDECO,5,2025-10-15T16:00:00,Activa,CONSTRUCCION SALA DEL PERSONAL DE DIDECO,2,Privado,16824.0,Trato Directo,Ministerio de Obras Públicas,Área de Contrataciones,Punta Arenas,Región de Antofagasta,Isabel Sánchez,Encargado de Licitaciones,isabel.sánchez@municipalidad.cl
3516-51-LE25,Mat Petreo Ayudas Sociales seg. semestre 2025,5,2025-10-06T15:00:00,Activa,Mat Petreo Ayudas Sociales seg. semestre 2025,3,Mixto,100881.0,Trato Directo,Municipalidad de Santiago,División de Compras,Viña del Mar,Región de Antofagasta,Patricia López,Jefe de Compras,patricia.lópez@gobierno.cl
3519-5-LE25,CONTRATO DE SUMINISTRO ARRIENDO DE CAMIONES TOLVA,5,2025-10-08T16:15:00,Activa,CONTRATO DE SUMINISTRO ARRIENDO DE CAMIONES TOLVA,2,Privado,219341.0,Licitación Privada,Gobierno Regional del Biobío,Área de Contrataciones,Maipú,Región de Coquimbo,Fernando Ramírez,Jefe de Compras,fernando.ramírez@municipalidad.cl
3520-22-LQ25,MEJORAMIENTO ENTORNO Y SEGURIDAD ESTADIO CIUDAD DE DALCAHUE,5,2025-10-09T15:00:00,Activa,MEJORAMIENTO ENTORNO Y SEGURIDAD ESTADIO CIUDAD DE DALCAHUE,1,Público,127951.0,Convenio Marco,Gobierno Regional de Valparaíso,División de Compras,Maipú,Región del Maule,Diego Morales,Encargado de Licitaciones,diego.morales@gobierno.cl
3520-23-LE25,ADQUISICIÓN VEHÍCULO MODELO JEEP TRACCIÓN 4X4 PARA LA MUNICIPALIDAD DE DALCAHUE,5,2025-10-13T15:05:00,Activa,ADQUISICIÓN VEHÍCULO MODELO JEEP TRACCIÓN 4X4 PARA LA MUNICIPALIDAD DE DALCAHUE,3,Mixto,511163.0,Trato Directo,Fiscalía Nacional,Área de Contrataciones,Santiago,Región de Los Ríos,Patricia López,Analista de Compras,patricia.lópez@gobierno.cl
3523-19-LR25,MEJAMIENTO SISTEMA DE AGUA VMO,5,2025-10-27T15:00:00,Activa,MEJAMIENTO SISTEMA DE AGUA VMO,3,Mixto,1089713.0,Subasta Inversa,Fiscalía Nacional,Área de Contrataciones,Punta Arenas,Región de Valparaíso,Diego Morales,Encargado de Licitaciones,diego.morales@municipalidad.cl
3530-9-LE25,Adquisición de materiales de ferretería.,5,2025-10-07T17:00:00,Activa,Adquisición de materiales de ferretería.,2,Privado,27871.0,Convenio Marco,Ministerio de Salud,Sección de Licitaciones,Maipú,Región de Magallanes y de la Antártica Chilena,Isabel Sánchez,Analista de Compras,isabel.sánchez@municipalidad.cl
3545-33-L125,CONTRATO DE TRANSPORTE DE MUESTRAS BIOLOGICAS DEL CCMV,5,2025-10-08T10:00:00,Activa,CONTRATO DE TRANSPORTE DE MUESTRAS BIOLOGICAS DEL CCMV,2,Privado,135284.0,Licitación Pública,Dirección del Trabajo,Sección de Licitaciones,Las Condes,Región del Maule,Luis Fernández,Especialista en Compras,luis.fernández@gobierno.cl
3545-34-LE25,CONTRATO DE SUMINISTRO ERITROSEDIMENTACION,5,2025-10-06T15:00:00,Activa,CONTRATO DE SUMINISTRO ERITROSEDIMENTACION,2,Privado,12749.0,Trato Directo,Ministerio de Obras Públicas,Unidad de Compras,La Serena,Región de Magallanes y de la Antártica Chilena,Diego Morales,Coordinador de Adquisiciones,diego.morales@gobierno.cl
3553-31-LE25,Seguro de incendio y otros Inmueble Villavicencio,5,2025-10-09T15:00:00,Activa,Seguro de incendio y otros Inmueble Villavicencio,2,Privado,479008.0,Licitación Privada,Ministerio de Obras Públicas,Área de Contrataciones,Antofagasta,Región del Maule,Carlos Silva,Coordinador de Adquisiciones,carlos.silva@municipalidad.cl
3559-10-LR25,Concesión servicio de mantención de areas verdes Pencahue,5,2025-10-06T17:00:00,Activa,Concesión servicio de mantención de areas verdes Pencahue,3,Mixto,110116.0,Licitación Pública,Servicio de Impuestos Internos,Departamento de Adquisiciones,La Serena,Región Aysén del General Carlos Ibáñez del Campo,Fernando Ramírez,Analista de Compras,fernando.ramírez@gob.cl
3559-9-LP25,Mejoramiento plaza Santa Laura Pencahue,5,2025-10-07T16:30:00,Activa,Mejoramiento plaza Santa Laura Pencahue,2,Privado,592264.0,Licitación Pública,Fiscalía Nacional,Sección de Licitaciones,La Serena,Región Metropolitana,Carlos Silva,Administrador de Contratos,carlos.silva@gobierno.cl
3562-38-LP25,SEMAFORIZACIÓN CRUCE SAN DIEGO CHAÑARALLA CALERA,5,2025-10-13T16:00:00,Activa,SEMAFORIZACIÓN CRUCE SAN DIEGO CHAÑARALLA CALERA,2,Privado,14741.0,Compra Agilizada,Ministerio de Obras Públicas,División de Compras,Santiago,Región del Libertador General Bernardo O'Higgins,Fernando Ramírez,Especialista en Compras,fernando.ramírez@municipalidad.cl
3562-40-LR25,SERVICIO DE DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS,5,2025-10-20T16:00:00,Activa,SERVICIO DE DISPOSICIÓN FINAL DE RESIDUOS SÓLIDOS,2,Privado,157941.0,Compra Agilizada,Municipalidad de Santiago,Sección de Licitaciones,Valparaíso,Región de Magallanes y de la Antártica Chilena,Carmen Díaz,Supervisor de Contratos,carmen.díaz@municipalidad.cl
3567-56-LE25,REPARACION GALPON Y CONST. RADIER PATIO BODEGA.,5,2025-10-10T14:00:00,Activa,REPARACION GALPON Y CONST. RADIER PATIO BODEGA.,3,Mixto,717049.0,Convenio Marco,Instituto de Previsión Social,Departamento de Adquisiciones,Antofagasta,Región del Biobío,Luis Fernández,Coordinador de Adquisiciones,luis.fernández@gob.cl
3567-58-LE25,ADQUISICIÓN SUMINISTRO MEZCLA ASFALTICA SEMIDENSA 2DO LLAMADO,5,2025-10-06T15:00:00,Activa,ADQUISICIÓN SUMINISTRO MEZCLA ASFALTICA SEMIDENSA 2DO LLAMADO,2,Privado,1167748.0,Compra Agilizada,Gobierno Regional del Biobío,Área de Contrataciones,Temuco,Región del Maule,Carmen Díaz,Especialista en Compras,carmen.díaz@gob.cl
3567-59-LE25,CONSTRUCCIÓN ACCESO SKATEPARK COMUNA DE FLORIDA,5,2025-10-13T15:01:00,Activa,CONSTRUCCIÓN ACCESO SKATEPARK COMUNA DE FLORIDA,3,Mixto,25390.0,Licitación Pública,Ministerio de Educación,Departamento de Adquisiciones,Ñuñoa,Región de La Araucanía,Juan Pérez,Analista de Compras,juan.pérez@gob.cl
3567-60-LE25,REDUCTORES DE VELOCIDAD COMUNA DE FLORIDA,5,2025-10-14T10:00:00,Activa,REDUCTORES DE VELOCIDAD COMUNA DE FLORIDA,1,Público,93040.0,Compra Agilizada,Servicio de Impuestos Internos,Sección de Licitaciones,Talca,Región de Coquimbo,Isabel Sánchez,Analista de Compras,isabel.sánchez@municipalidad.cl
3567-61-LE25,ARRIENDO DE RETROEXCAVADORA CON OPERADOR,5,2025-10-09T15:00:00,Activa,ARRIENDO DE RETROEXCAVADORA CON OPERADOR,2,Privado,313287.0,Trato Directo,Servicio de Impuestos Internos,Área de Contrataciones,Rancagua,Región de Valparaíso,Juan Pérez,Especialista en Compras,juan.pérez@gob.cl
3568-46-LE25,CONVENIO DE SUMINISTRO DE INSUMOS DE FERRETERÍA,5,2025-10-07T09:30:00,Activa,CONVENIO DE SUMINISTRO DE INSUMOS DE FERRETERÍA,2,Privado,776415.0,Subasta Inversa,Servicio Nacional del Consumidor,Sección de Licitaciones,Ñuñoa,Región del Biobío,Fernando Ramírez,Jefe de Compras,fernando.ramírez@gobierno.cl
3573-35-LP25,LICITACIÓN 36-2025: “MEJORAMIENTO PLAZA 1 ETCHEGARAY- LAGO PANGUIPULLI” Y “MEJORAMIENTO PARADEROS Y CRUCES SEGUROS” BARRIO SIETE LAGOS ,5,2025-10-17T14:00:00,Activa,LICITACIÓN 36-2025: “MEJORAMIENTO PLAZA 1 ETCHEGARAY- LAGO PANGUIPULLI” Y “MEJORAMIENTO PARADEROS Y CRUCES SEGUROS” BARRIO SIETE LAGOS ,3,Mixto,440635.0,Convenio Marco,Ministerio de Obras Públicas,División de Compras,La Serena,Región del Libertador General Bernardo O'Higgins,Roberto Martínez,Coordinador de Adquisiciones,roberto.martínez@municipalidad.cl
3573-37-LQ25,LICITACIÓN 41-2025: “MEJORAMIENTO PLAZA 2 LAGO PANGUIPULLI- LAS AMAPOLAS” BARRIO SIETE LAGOS ,5,2025-10-17T14:00:00,Activa,LICITACIÓN 41-2025: “MEJORAMIENTO PLAZA 2 LAGO PANGUIPULLI- LAS AMAPOLAS” BARRIO SIETE LAGOS ,3,Mixto,1136691.0,Subasta Inversa,Municipalidad de Santiago,División de Compras,Providencia,Región del Libertador General Bernardo O'Higgins,María González,Encargado de Licitaciones,maría.gonzález@gob.cl
3573-38-LP25,LICITACION 37-2025: MEJORAMIENTO PLAZA 4 ETCHEGARAY - PAYAHUINTE BARRIO SIETE LAGOS,5,2025-10-17T14:00:00,Activa,LICITACION 37-2025: MEJORAMIENTO PLAZA 4 ETCHEGARAY - PAYAHUINTE BARRIO SIETE LAGOS,1,Público,8810.0,Licitación Privada,Ministerio de Salud,Departamento de Adquisiciones,Punta Arenas,Región de Atacama,Patricia López,Coordinador de Adquisiciones,patricia.lópez@gobierno.cl
3573-39-LP25,LICITACION 40-2025: MEJORAMIENTO PLAZA 3 PAYAHUINTE- CONQUIL BARRIO SIETE LAGOS,5,2025-10-22T15:00:00,Activa,LICITACION 40-2025: MEJORAMIENTO PLAZA 3 PAYAHUINTE- CONQUIL BARRIO SIETE LAGOS,3,Mixto,33440.0,Compra Agilizada,Servicio Nacional del Consumidor,Unidad de Compras,Santiago,Región de Tarapacá,Luis Fernández,Coordinador de Adquisiciones,luis.fernández@gobierno.cl
3573-40-LE25,SERVICIO DE EJECUCIÓN PROYECTO HABITABILIDAD CONVOCATORIA 2024 COMUNA DE PANGUIPULLI,5,2025-10-06T15:00:00,Activa,SERVICIO DE EJECUCIÓN PROYECTO HABITABILIDAD CONVOCATORIA 2024 COMUNA DE PANGUIPULLI,1,Público,323227.0,Convenio Marco,Municipalidad de Santiago,Sección de Licitaciones,Providencia,Región de Atacama,Diego Morales,Analista de Compras,diego.morales@gob.cl
3573-41-LE25,CONTRATACION DE SEGUROS CONTRA TODO EVENTO PARA VEHICULOS LIVIANOS PESADOS Y EQUIPOS MOVILES DE LA MUNICIPALIDAD DE PANGUIPULLI,5,2025-10-06T18:00:00,Activa,CONTRATACION DE SEGUROS CONTRA TODO EVENTO PARA VEHICULOS LIVIANOS PESADOS Y EQUIPOS MOVILES DE LA MUNICIPALIDAD DE PANGUIPULLI,3,Mixto,21155.0,Licitación Privada,Ministerio de Obras Públicas,Unidad de Compras,Valparaíso,Región de Antofagasta,Mónica Herrera,Coordinador de Adquisiciones,mónica.herrera@municipalidad.cl
3588-43-LP25,Renovación licencias correo institucional,5,2025-10-15T19:53:00,Activa,Renovación licencias correo institucional,2,Privado,169426.0,Licitación Privada,Servicio de Impuestos Internos,Departamento de Adquisiciones,Rancagua,Región de Valparaíso,María González,Administrador de Contratos,maría.gonzález@gob.cl
359-110-LQ25,ADQUISICIÓN INSUMOS PARA IMAGENOLOGÍA,5,2025-10-07T16:00:00,Activa,ADQUISICIÓN INSUMOS PARA IMAGENOLOGÍA,1,Público,2108554.0,Convenio Marco,Servicio Nacional de Salud,Sección de Licitaciones,Ñuñoa,Región de Atacama,Patricia López,Analista de Compras,patricia.lópez@municipalidad.cl
359-114-LE25,ADQ EQUIPO SISTEMA DE DETECCIÓN DE RAYOS GAMMA,5,2025-10-09T16:00:00,Activa,ADQ EQUIPO SISTEMA DE DETECCIÓN DE RAYOS GAMMA,1,Público,1222339.0,Licitación Privada,Municipalidad de Concepción,Unidad de Compras,Talca,Región de Tarapacá,María González,Encargado de Licitaciones,maría.gonzález@municipalidad.cl
359-115-LP25,MTTO EQUIPOS MARCA MEDITE,5,2025-10-20T16:00:00,Activa,MTTO EQUIPOS MARCA MEDITE,1,Público,240445.0,Convenio Marco,Instituto de Previsión Social,División de Compras,Ñuñoa,Región de Magallanes y de la Antártica Chilena,Juan Pérez,Especialista en Compras,juan.pérez@gobierno.cl
